62,58,109,151,105.97
47,88,17,10,106.2
62,137,140,9,106.23
48,33,92,34,106.27
68,92,109,39,106.4
140,112,151,130,106.54
88,108,104,109,106.56
123,104,109,52,106.7
131,140,68,90,107.28
130,92,62,39,107.42
109,10,52,33,107.43
48,58,68,62,107.55
88,62,10,140,107.65
92,104,151,108,107.84
108,151,109,120,108.01
104,33,68,41,108.02
52,58,109,34,108.03
17,10,68,99,108.07
25,151,17,68,108.14
112,151,17,68,108.14
109,48,68,120,108.21
151,33,104,140,108.3
130,33,92,68,108.48
10,151,130,140,108.72
68,70,109,130,108.76
17,140,130,127,108.77
62,10,140,120,108.77
68,17,151,58,109.17
48,92,17,140,109.29
52,88,151,125,109.42
41,140,58,151,109.43
140,148,68,88,109.59
104,88,92,39,109.65
92,88,108,34,109.7
58,140,88,129,109.77
41,151,68,137,109.79
48,104,88,78,110.22
78,109,151,123,110.24
88,10,140,91,110.27
68,130,104,33,110.51
48,68,47,109,110.56
62,34,88,68,110.58
97,109,47,33,110.88
70,109,47,33,110.9
62,33,130,109,110.91
137,104,140,47,110.99
109,41,140,127,111.03
130,34,151,92,111.2
70,140,109,3,111.23
88,123,104,137,111.24
148,140,104,10,111.33
68,52,130,17,111.37
39,140,62,81,111.38
112,88,17,151,111.45
130,88,10,151,111.46
88,47,140,53,111.46
99,68,130,52,111.52
92,151,52,68,111.69
108,88,104,148,111.78
68,34,151,104,111.84
109,112,88,131,111.89
137,140,123,109,111.95
140,39,88,108,112.09
47,151,52,17,112.13
48,130,104,39,112.15
47,17,140,41,112.16
68,41,140,123,112.25
140,108,104,58,112.38
39,104,140,28,112.53
140,70,10,68,112.66
109,104,10,34,112.77
150,140,130,131,113.21
33,17,130,34,113.32
99,88,109,108,113.34
130,104,62,92,113.42
92,34,68,52,113.46
140,10,62,130,113.5
130,17,92,140,113.62
140,58,62,104,113.63
123,151,62,52,113.68
26,109,151,91,113.83
140,131,130,68,113.84
47,130,140,8,113.98
68,3,151,39,114.09
150,109,130,104,114.1
150,68,151,129,114.1
131,62,109,26,114.36
88,137,109,92,114.59
39,151,109,8,114.68
88,130,108,109,114.73
68,112,104,34,114.8
112,33,88,19,114.95
68,10,92,58,115.01
127,68,130,91,115.06
140,41,68,104,115.17
17,68,137,151,115.19
151,130,47,68,115.25
151,10,104,68,115.42
88,81,68,3,115.45
109,47,140,11,115.53
3,52,17,99,115.7
112,17,68,127,115.75
52,151,140,139,115.9
130,10,112,68,115.98
109,58,62,140,116.0
151,34,33,17,116.11
81,140,39,151,116.14
109,78,140,127,116.3
88,52,47,17,116.39
140,127,151,62,116.43
140,47,17,129,116.44
137,109,88,95,116.45
140,123,88,81,116.59
78,140,109,133,116.66
9,68,140,48,116.81
62,112,68,28,116.82
62,92,88,3,116.84
78,68,62,129,116.93
99,151,140,136,116.96
140,81,62,33,117.07
88,3,33,10,117.11
99,109,33,127,117.11
25,68,33,58,117.13
88,39,17,109,117.25
58,151,39,104,117.32
68,131,151,137,117.52
34,109,33,62,117.6
47,104,109,22,117.7
131,88,62,112,117.8
150,17,109,91,117.83
112,130,92,127,117.84
25,130,68,91,117.85
108,33,92,88,117.85
33,140,123,68,117.86
104,17,130,10,117.92
41,68,17,148,117.95
112,140,78,151,117.95
130,52,137,140,118.48
70,68,88,48,118.49
88,9,140,53,118.57
81,109,78,34,118.66
103,109,78,34,118.66
99,33,88,125,118.68
33,62,140,80,118.91
26,151,68,148,118.92
151,148,17,68,119.02
47,33,52,109,119.06
92,39,109,99,119.1
137,68,88,132,119.15
104,130,131,34,119.19
68,39,109,99,119.21
89,88,140,87,119.23
19,68,3,140,119.5
52,33,48,68,119.66
78,151,48,140,119.8
17,151,81,109,119.85
10,88,112,33,119.9
39,109,99,17,119.91
17,88,109,143,120.0
151,39,88,9,120.07
92,130,88,28,120.07
78,17,109,64,120.25
26,140,52,47,120.31
49,109,78,33,120.39
62,131,140,3,120.45
58,68,130,41,120.71
88,91,109,19,120.76
137,151,47,58,120.8
103,68,62,132,120.84
9,151,92,41,120.92
10,58,140,99,120.96
10,70,109,81,121.06
109,39,88,52,121.07
150,58,151,41,121.09
10,109,108,151,121.24
3,109,68,94,121.36
109,127,33,88,121.39
25,104,68,91,121.45
120,109,140,86,121.46
129,151,17,104,121.56
89,62,137,68,121.6
148,109,10,19,121.74
109,130,112,58,121.78
62,41,109,97,121.79
88,41,68,137,121.79
10,92,88,28,121.83
62,52,47,34,121.89
88,19,68,131,122.0
9,88,33,123,122.16
17,129,109,131,122.39
3,88,151,19,122.39
112,104,62,3,122.49
47,10,39,109,122.5
41,109,131,140,122.54
97,151,104,120,122.58
28,151,92,52,122.81
129,109,48,108,122.91
9,109,151,89,122.96
88,112,39,140,123.0
25,109,104,129,123.0
64,140,81,151,123.03
88,131,92,33,123.17
70,151,33,104,123.21
68,123,104,70,123.22
33,104,140,119,123.26
112,10,68,103,123.43
151,41,33,92,123.44
151,58,88,130,123.44
140,48,88,80,123.53
49,17,68,123,123.55
88,48,140,90,123.59
103,17,10,70,123.73
28,68,92,137,123.8
108,68,131,62,123.85
10,33,104,130,123.86
91,68,62,11,123.88
88,129,109,28,123.93
26,88,33,19,123.98
109,123,140,132,123.99
151,123,140,132,124.02
92,131,88,28,124.13
137,33,17,58,124.15
64,151,10,131,124.21
10,34,88,91,124.33
68,137,62,120,124.47
64,109,130,70,124.55
88,78,104,62,124.65
19,109,151,64,124.67
130,131,68,90,124.68
136,68,62,53,124.81
10,104,151,8,124.87
130,39,88,127,125.01
104,34,88,137,125.01
131,34,151,9,125.12
140,91,151,148,125.13
17,99,109,123,125.14
103,140,137,33,125.17
56,68,151,25,125.2
33,10,112,17,125.31
140,19,151,148,125.34
19,62,39,33,125.4
125,151,130,99,125.42
119,151,68,125,125.5
76,68,130,3,125.67
64,68,130,3,125.68
3,33,47,88,125.79
119,109,129,151,125.92
33,151,137,109,126.26
123,88,52,130,126.3
123,140,47,39,126.31
151,3,58,68,126.35
130,151,97,109,126.37
151,127,17,68,126.39
130,62,47,19,126.42
130,58,62,17,126.44
88,58,62,17,126.5
92,70,88,28,126.64
104,108,140,78,126.7
89,68,112,129,126.78
70,33,10,41,126.97
86,109,140,56,127.03
136,140,68,43,127.06
83,68,34,140,127.1
88,148,131,70,127.21
151,52,10,130,127.23
48,52,140,150,127.36
151,108,123,104,127.43
3,130,10,137,127.5
3,10,130,62,127.68
5,68,58,109,127.81
109,34,62,70,127.88
123,33,151,3,127.96
47,78,109,119,128.0
104,39,62,10,128.01
62,47,52,88,128.02
109,52,131,151,128.14
62,19,140,3,128.33
48,10,62,47,128.34
78,33,151,120,128.38
123,17,140,30,128.4
132,140,104,19,128.44
9,104,140,35,128.46
112,58,88,148,128.51
89,109,129,17,128.53
126,109,88,111,128.54
140,3,70,34,128.55
78,130,104,127,128.6
28,109,17,120,128.61
8,151,10,129,128.63
48,39,108,33,128.65
103,151,62,80,128.68
137,62,52,39,128.73
130,137,109,148,128.76
70,88,28,68,128.86
52,137,68,119,128.87
48,34,92,151,129.07
109,17,137,151,129.09
116,68,88,139,129.14
49,33,88,105,129.17
88,127,10,109,129.18
111,68,33,130,129.18
104,52,140,147,129.19
10,17,112,109,129.25
129,68,99,151,129.27
62,26,151,99,129.37
47,92,70,33,129.37
30,68,19,62,129.45
52,104,123,33,129.45
108,104,123,33,129.47
136,88,104,99,129.48
9,140,120,109,129.62
109,97,88,94,129.67
92,58,88,123,129.74
17,148,151,52,129.8
148,68,10,62,129.91
151,131,123,104,129.97
97,140,3,34,130.02
52,140,3,34,130.06
124,109,68,133,130.09
135,151,123,58,130.09
39,130,68,8,130.26
150,130,68,8,130.29
76,109,68,150,130.37
81,88,127,151,130.39
109,81,151,53,130.42
123,58,140,49,130.45
8,68,92,81,130.46
70,58,140,49,130.46
119,88,3,109,130.53
59,109,129,140,130.59
8,140,112,99,130.72
34,68,70,62,130.74
48,70,10,33,130.75
62,39,48,58,130.78
99,140,33,108,130.78
62,127,130,91,130.87
19,151,68,132,130.94
120,151,68,132,130.95
34,151,70,62,130.95
150,151,19,68,131.01
97,17,3,52,131.25
97,33,88,5,131.34
48,131,88,12,131.39
28,140,151,86,131.44
112,39,68,64,131.46
41,33,137,109,131.51
47,62,3,17,131.64
68,99,62,123,131.68
123,68,48,52,131.68
10,130,148,140,131.72
91,109,62,8,131.73
62,48,39,33,131.73
89,140,9,33,131.76
119,140,58,112,131.76
52,34,68,9,131.8
25,88,131,39,131.83
151,137,10,58,131.85
130,47,140,89,131.9
148,17,104,92,132.04
72,68,148,17,132.09
43,109,62,91,132.1
92,137,62,125,132.12
151,129,140,26,132.13
47,137,62,125,132.13
135,109,68,49,132.14
108,17,151,133,132.27
108,92,10,52,132.28
104,137,130,88,132.36
104,123,140,78,132.37
109,99,62,131,132.46
68,127,3,33,132.46
120,68,131,17,132.61
49,140,19,109,132.62
26,68,131,17,132.63
140,11,109,48,132.65
127,140,92,9,132.65
103,33,41,68,132.75
127,109,70,92,132.87
78,88,125,151,132.87
47,19,109,22,133.17
33,92,89,34,133.18
108,62,112,137,133.22
33,123,104,81,133.43
148,33,140,111,133.58
10,112,17,53,133.58
104,9,140,48,133.66
135,68,112,92,133.71
70,62,123,137,133.75
92,52,10,127,133.82
47,108,151,26,133.84
25,112,68,59,133.91
68,104,48,130,133.91
81,33,151,112,133.98
10,39,148,140,134.02
131,68,150,17,134.16
48,137,109,9,134.18
19,140,123,81,134.25
47,99,33,52,134.31
10,3,92,70,134.36
150,33,123,140,134.42
68,81,109,90,134.43
34,140,3,137,134.5
64,62,151,12,134.59
123,52,68,26,134.59
109,148,88,133,134.63
86,140,92,94,134.67
131,109,150,140,134.71
137,88,151,97,134.78
103,88,52,112,134.82
113,151,39,130,134.86
119,68,151,5,134.89
83,140,151,124,134.93
104,131,109,53,135.02
68,148,33,3,135.06
130,78,151,111,135.07
41,88,89,68,135.13
25,17,88,89,135.14
88,53,68,129,135.18
92,62,91,34,135.2
34,88,17,123,135.24
64,17,148,68,135.26
123,62,64,109,135.32
104,58,47,151,135.35
3,140,83,58,135.38
8,109,19,58,135.39
147,68,109,12,135.42
140,125,10,17,135.43
68,119,33,34,135.44
130,81,34,109,135.49
59,140,148,92,135.5
140,28,88,129,135.51
88,97,109,87,135.57
109,28,88,119,135.63
140,150,131,88,135.67
72,109,58,10,135.7
137,92,33,81,135.77
112,62,47,120,135.89
140,132,58,151,135.95
59,151,108,129,136.0
62,81,137,104,136.01
133,151,130,8,136.05
103,52,104,131,136.09
124,68,88,43,136.1
131,112,151,94,136.15
3,58,10,92,136.16
135,140,137,10,136.17
88,133,68,129,136.23
104,148,10,3,136.25
47,112,140,59,136.29
3,92,140,105,136.36
140,53,10,17,136.37
113,68,109,103,136.42
104,70,41,33,136.42
17,92,62,64,136.43
41,10,68,97,136.44
58,10,68,97,136.44
76,10,68,97,136.44
147,109,127,140,136.56
58,130,92,48,136.59
150,39,151,132,136.61
17,127,151,47,136.64
68,47,104,41,136.65
9,33,10,91,136.73
52,130,48,123,136.89
129,140,48,78,136.93
10,148,33,137,137.06
81,68,48,41,137.08
47,48,68,5,137.13
113,109,127,17,137.21
104,41,17,92,137.24
151,26,109,7,137.29
81,17,92,3,137.32
91,88,92,139,137.46
148,151,48,137,137.47
151,99,92,62,137.53
83,33,10,72,137.53
130,70,92,10,137.57
133,140,3,19,137.57
33,52,140,95,137.66
113,88,70,104,137.67
130,48,41,39,137.88
109,132,140,94,137.91
93,140,148,41,138.04
68,48,39,148,138.12
52,112,33,8,138.36
137,58,140,135,138.5
20,68,151,134,138.51
88,25,68,108,138.6
109,129,88,10,138.64
86,68,39,148,138.83
66,109,151,150,138.84
59,68,19,10,138.85
47,52,120,68,138.86
10,129,68,47,138.89
52,92,81,88,138.91
48,108,52,104,138.96
103,10,140,83,138.97
48,47,52,120,138.98
144,68,41,92,139.11
10,99,151,11,139.14
140,103,33,120,139.14
129,33,3,88,139.15
92,108,112,104,139.19
92,148,68,81,139.23
112,52,130,11,139.24
62,120,88,112,139.26
52,10,49,17,139.27
19,10,151,90,139.39
109,131,10,88,139.44
126,68,99,70,139.44
58,88,151,105,139.51
88,70,48,62,139.54
127,151,64,33,139.55
68,64,62,148,139.56
109,26,99,33,139.56
26,33,41,88,139.62
39,68,48,112,139.63
3,151,103,17,139.68
70,92,130,28,139.71
68,78,17,34,139.74
81,151,25,62,139.74
49,58,151,72,139.81
130,123,62,9,139.82
86,88,39,52,139.86
125,88,33,9,139.86
131,104,47,62,139.91
64,33,123,34,140.01
10,48,140,93,140.05
3,104,109,111,140.05
47,58,99,68,140.07
136,151,88,83,140.08
89,151,150,68,140.17
97,68,103,151,140.2
28,17,88,26,140.2
127,130,140,31,140.23
112,34,41,151,140.3
130,112,88,72,140.36
64,88,52,99,140.36
33,112,151,95,140.4
104,112,151,95,140.41
58,33,62,30,140.53
17,39,148,151,140.74
19,88,81,130,140.75
92,48,140,143,140.87
140,99,47,10,140.89
140,26,3,10,140.94
109,70,48,34,140.94
52,47,70,68,141.03
78,104,151,15,141.07
26,10,9,68,141.15
47,39,62,25,141.21
108,130,89,70,141.22
150,62,92,80,141.24
48,81,131,33,141.27
26,39,151,119,141.3
148,104,17,8,141.31
151,8,109,94,141.39
64,34,88,8,141.4
93,68,137,34,141.44
110,109,10,139,141.46
81,62,88,110,141.48
33,58,41,34,141.59
90,68,39,108,141.61
25,123,109,135,141.62
103,104,109,124,141.7
103,34,33,62,141.72
17,130,62,12,141.79
133,109,130,22,141.8
26,34,33,148,141.83
43,151,108,131,141.96
131,17,130,47,142.03
76,130,34,58,142.09
97,88,89,33,142.15
3,41,130,64,142.16
25,47,109,95,142.22
123,130,28,17,142.22
39,10,112,62,142.23
150,52,70,151,142.31
104,92,25,109,142.36
112,41,17,19,142.39
108,137,10,148,142.41
52,62,10,89,142.44
117,140,104,80,142.5
3,127,130,125,142.53
91,151,52,70,142.55
93,151,131,41,142.78
89,33,62,28,142.79
19,33,109,15,142.84
68,108,130,19,142.84
147,33,109,15,142.84
148,92,88,93,142.94
90,109,99,41,143.02
123,39,108,62,143.06
64,130,39,12,143.07
131,92,104,125,143.1
126,140,137,129,143.15
140,147,39,151,143.21
110,140,108,52,143.24
130,3,39,68,143.28
151,47,48,89,143.37
88,89,131,104,143.43
151,28,109,56,143.44
97,112,17,131,143.45
41,39,17,88,143.53
109,108,47,78,143.59
139,68,92,53,143.67
108,131,34,33,143.69
115,109,58,104,143.72
123,3,68,56,143.82
33,127,88,99,143.84
33,3,99,109,143.91
99,92,88,87,143.91
116,109,88,144,143.98
148,10,151,20,143.99
83,151,81,62,144.0
125,68,130,83,144.02
131,33,129,109,144.02
140,25,88,64,144.07
33,48,151,22,144.08
103,58,47,140,144.12
115,140,33,26,144.13
57,88,34,39,144.15
131,70,48,88,144.21
69,68,104,64,144.27
140,30,109,125,144.32
104,10,78,68,144.39
52,127,62,26,144.39
134,68,137,17,144.44
28,130,88,57,144.48
32,109,19,33,144.52
17,108,88,30,144.57
91,17,140,138,144.58
70,34,127,68,144.59
137,17,129,58,144.59
68,8,17,130,144.61
89,104,130,87,144.61
109,25,104,3,144.61
117,151,17,47,144.62
108,39,58,33,144.7
83,109,108,70,144.73
25,39,58,33,144.73
49,68,150,39,144.8
58,52,137,39,144.85
131,39,88,150,144.87
41,17,26,140,144.91
88,132,109,108,144.94
10,19,129,68,144.97
10,41,108,92,145.0
79,151,33,72,145.01
13,140,62,150,145.14
109,19,48,104,145.14
62,3,26,10,145.17
114,109,92,112,145.18
140,43,151,48,145.19
33,108,104,112,145.21
89,92,151,136,145.33
112,48,33,133,145.38
72,88,17,5,145.39
25,62,119,88,145.39
76,33,8,140,145.41
130,127,123,151,145.47
130,41,52,127,145.49
20,140,104,103,145.57
39,41,88,136,145.66
140,8,130,39,145.66
33,47,8,10,145.66
120,58,33,78,145.71
33,148,137,62,145.8
109,3,112,39,145.81
137,41,39,120,145.82
17,104,26,151,145.91
26,104,140,122,145.94
68,129,52,10,145.95
119,33,137,92,146.0
3,137,39,10,146.1
68,9,3,151,146.2
34,10,70,131,146.21
130,19,140,103,146.23
88,150,130,133,146.26
17,131,62,97,146.3
151,25,33,94,146.36
15,140,151,122,146.39
8,58,68,86,146.41
125,109,33,25,146.47
109,125,130,81,146.5
3,17,103,68,146.56
133,88,151,138,146.59
120,88,151,138,146.6
25,81,33,28,146.68
126,151,104,26,146.72
58,104,109,86,146.76
86,151,78,10,146.76
33,28,109,25,146.76
151,125,140,133,146.78
112,70,34,88,146.83
30,151,137,3,146.83
42,68,127,92,146.91
123,47,10,49,146.92
113,33,68,135,146.96
88,95,140,12,146.97
48,99,140,25,147.03
72,10,88,15,147.03
91,140,136,33,147.14
58,112,104,47,147.15
25,33,47,112,147.18
33,131,68,35,147.24
140,113,68,22,147.27
88,103,33,131,147.4
47,131,112,19,147.47
68,19,48,130,147.51
58,17,104,12,147.56
41,92,10,48,147.6
140,119,62,99,147.62
110,151,39,53,147.62
127,3,33,11,147.67
89,34,62,41,147.72
131,52,10,28,147.76
150,104,89,62,147.8
48,9,151,80,147.9
10,52,25,17,147.98
109,72,10,112,148.04
132,151,112,47,148.14
109,91,104,52,148.21
123,137,88,49,148.25
11,151,99,52,148.26
127,88,120,17,148.29
33,19,151,28,148.34
91,130,109,134,148.35
151,11,140,113,148.39
140,9,48,109,148.41
52,120,140,43,148.41
91,10,127,130,148.52
68,120,47,130,148.52
99,10,49,140,148.56
8,10,49,140,148.56
88,120,47,130,148.57
39,137,109,5,148.62
104,81,130,129,148.63
99,52,10,26,148.72
17,41,88,30,148.74
136,109,123,148,148.83
135,88,131,9,148.83
90,58,68,136,148.83
112,47,99,140,148.9
64,52,112,81,148.9
68,59,151,139,148.92
12,68,92,26,149.0
39,120,151,49,149.16
151,91,52,34,149.24
93,88,68,74,149.25
43,140,47,132,149.26
101,140,17,97,149.28
48,112,148,109,149.33
127,17,92,47,149.34
83,58,108,68,149.39
114,68,28,52,149.41
120,34,68,95,149.43
123,10,131,52,149.48
58,3,10,120,149.55
92,41,52,151,149.55
95,17,109,83,149.6
72,140,81,148,149.65
17,58,62,108,149.65
41,58,62,108,149.66
66,68,52,49,149.66
113,140,48,5,149.68
9,130,88,147,149.72
86,62,104,48,149.73
103,62,90,58,149.78
48,3,8,151,149.84
9,17,41,104,149.85
56,140,17,48,149.86
39,33,9,140,149.87
120,33,62,83,149.93
133,25,33,39,149.96
89,70,130,120,149.96
125,62,17,136,150.04
52,3,47,28,150.09
99,62,148,10,150.1
79,68,112,97,150.13
59,17,148,34,150.15
53,151,92,103,150.22
41,34,112,88,150.25
68,28,41,109,150.28
103,108,109,69,150.33
130,108,47,148,150.38
119,62,131,123,150.46
10,62,89,88,150.55
33,81,92,11,150.61
108,52,104,11,150.71
104,19,140,14,150.73
130,129,39,88,150.74
81,92,9,10,150.77
140,59,68,25,150.79
62,11,10,104,150.87
88,125,131,68,150.89
127,99,109,14,150.9
110,68,130,72,151.01
92,10,119,109,151.02
125,33,70,10,151.11
131,41,88,135,151.13
15,68,70,137,151.17
130,53,68,116,151.18
99,104,17,9,151.21
99,58,109,59,151.21
49,10,25,58,151.23
2,68,47,12,151.26
99,17,150,58,151.27
93,62,19,39,151.3
28,10,17,125,151.31
151,119,34,17,151.34
130,125,17,39,151.36
74,140,109,20,151.38
151,48,30,68,151.43
72,151,123,3,151.47
92,47,131,58,151.49
136,34,151,30,151.5
119,34,151,87,151.54
43,68,48,12,151.55
137,108,140,42,151.71
8,17,89,109,151.72
150,10,78,140,151.86
49,151,93,34,151.9
151,132,109,72,151.91
131,47,151,110,151.95
119,17,151,103,151.95
39,123,62,119,151.95
62,108,81,34,151.96
53,68,97,34,151.99
150,47,88,122,152.01
62,25,70,140,152.02
52,19,92,148,152.04
88,80,109,132,152.04
57,109,52,129,152.05
86,130,109,128,152.05
143,68,39,47,152.08
79,109,148,131,152.12
39,81,92,123,152.12
30,140,150,53,152.12
147,140,78,104,152.13
151,150,68,69,152.15
136,33,39,92,152.17
28,88,89,10,152.18
28,34,68,93,152.25
68,89,39,148,152.35
151,81,97,109,152.37
62,125,81,68,152.38
57,140,58,137,152.4
30,33,151,113,152.41
104,64,151,135,152.43
39,17,137,41,152.46
112,99,39,34,152.46
104,91,68,12,152.47
148,88,83,17,152.47
103,39,9,88,152.52
97,47,109,45,152.57
151,112,78,88,152.58
15,88,25,41,152.61
58,109,83,68,152.69
92,112,39,3,152.69
78,92,103,52,152.76
34,33,123,10,152.84
131,130,25,10,152.95
62,123,48,92,153.05
68,91,41,17,153.09
62,49,39,58,153.19
108,58,62,30,153.2
130,89,10,8,153.21
42,151,68,15,153.23
48,89,108,137,153.23
76,17,47,123,153.24
15,109,132,58,153.26
113,104,140,2,153.29
15,17,140,36,153.3
62,103,109,136,153.39
28,52,140,110,153.47
110,33,58,88,153.51
88,12,33,70,153.51
151,78,52,19,153.55
135,33,140,69,153.63
58,62,92,95,153.67
11,109,28,58,153.68
132,88,39,103,153.72
10,131,26,34,153.82
93,33,19,88,153.85
133,33,19,88,153.85
112,125,151,35,153.86
123,81,129,10,153.89
52,123,62,139,153.93
24,62,3,94,153.95
3,62,108,12,153.96
91,34,52,137,153.97
3,34,108,17,153.98
34,92,151,43,154.03
52,8,109,150,154.05
81,130,28,34,154.05
41,123,62,5,154.13
33,130,119,151,154.17
108,41,140,146,154.21
134,10,3,128,154.27
78,10,136,88,154.31
150,3,68,115,154.34
8,34,68,7,154.37
26,17,48,127,154.39
140,64,123,68,154.46
81,39,130,132,154.46
8,41,33,22,154.51
150,127,68,72,154.52
104,120,92,91,154.52
88,93,58,130,154.54
151,133,17,127,154.58
130,99,28,109,154.59
151,19,130,148,154.63
26,131,62,56,154.7
11,140,119,39,154.74
112,137,150,52,154.75
30,88,123,9,154.93
122,109,10,123,154.99
92,25,62,93,155.02
68,11,112,92,155.08
70,104,112,123,155.13
83,104,151,77,155.21
140,78,123,17,155.22
95,109,48,30,155.3
103,130,151,116,155.33
48,64,3,92,155.34
52,97,151,143,155.37
134,151,52,11,155.38
48,19,130,94,155.42
123,34,108,62,155.45
126,10,62,105,155.46
151,90,58,52,155.47
148,34,140,144,155.47
49,47,19,3,155.52
132,68,136,140,155.68
150,92,47,3,155.71
131,108,68,111,155.75
148,130,39,131,155.8
112,129,8,17,155.8
140,111,151,78,155.85
33,94,68,78,155.86
48,148,62,22,155.89
33,78,62,49,155.89
141,140,26,129,155.93
83,17,26,88,156.1
35,109,88,1,156.11
52,99,34,10,156.14
41,130,150,10,156.19
72,62,104,86,156.21
119,52,68,139,156.25
39,47,137,81,156.27
113,17,151,59,156.3
137,81,68,83,156.32
10,49,58,3,156.35
83,88,130,124,156.38
105,68,81,99,156.39
92,120,88,25,156.47
47,28,92,99,156.47
99,34,10,103,156.48
19,58,39,41,156.5
87,151,109,114,156.52
78,19,109,31,156.55
140,97,99,127,156.55
92,53,68,147,156.56
33,64,62,143,156.57
111,151,68,1,156.63
39,88,76,33,156.67
132,109,26,104,156.68
97,34,39,17,156.7
151,136,68,87,156.71
130,25,140,79,156.76
88,8,47,92,156.82
7,109,129,53,156.88
24,140,112,25,156.9
131,123,34,120,156.95
92,81,10,99,157.02
48,8,109,43,157.13
10,127,81,33,157.16
62,129,26,109,157.18
133,68,83,52,157.21
88,99,9,151,157.28
99,39,68,13,157.4
56,52,109,89,157.43
35,68,88,1,157.5
76,151,53,17,157.52
69,151,53,17,157.53
137,112,17,95,157.55
112,3,33,129,157.56
33,41,52,3,157.58
76,88,70,129,157.62
70,10,48,103,157.62
39,108,120,34,157.66
52,70,112,108,157.66
140,133,123,68,157.75
104,3,132,140,157.78
104,150,130,12,157.78
3,8,17,83,157.8
52,108,88,134,157.82
151,72,88,97,157.86
131,127,58,17,157.89
129,58,10,64,157.91
112,26,33,133,157.91
62,148,25,130,157.94
59,33,62,76,157.95
99,19,109,76,157.97
90,151,97,112,157.98
33,120,52,3,158.0
137,123,104,139,158.02
150,88,49,39,158.05
112,81,123,52,158.09
116,62,19,99,158.11
93,109,89,140,158.14
92,9,130,53,158.15
9,81,109,36,158.15
109,103,10,94,158.16
108,123,10,81,158.31
76,140,86,34,158.36
141,151,113,88,158.39
92,89,39,137,158.42
103,92,10,87,158.47
57,33,34,39,158.55
147,151,19,137,158.56
64,92,47,81,158.56
88,49,129,33,158.56
125,130,70,112,158.63
69,140,62,45,158.65
148,39,33,48,158.7
32,19,68,31,158.72
62,8,19,58,158.8
130,49,140,7,158.82
41,70,34,92,158.83
17,52,133,25,158.86
87,68,99,148,158.88
17,19,130,89,158.89
25,92,97,33,158.92
101,109,19,112,158.94
150,112,140,61,158.98
140,90,92,108,159.01
39,92,90,68,159.01
62,90,92,108,159.02
78,81,140,16,159.03
109,30,151,83,159.04
141,92,17,64,159.05
143,109,125,130,159.06
125,92,17,64,159.06
11,62,41,8,159.13
127,62,41,8,159.14
83,52,108,70,159.16
104,129,64,34,159.17
129,17,91,68,159.19
41,137,150,123,159.22
13,68,81,131,159.31
140,79,17,3,159.44
33,137,28,151,159.52
143,151,93,33,159.52
13,151,70,52,159.55
134,34,10,108,159.56
103,47,10,7,159.6
116,140,8,39,159.6
74,109,49,88,159.61
20,109,8,19,159.62
113,62,112,3,159.62
137,120,58,34,159.64
47,3,99,34,159.65
135,10,109,139,159.68
88,83,52,28,159.7
78,62,3,26,159.7
129,10,83,33,159.78
47,41,112,19,159.81
26,127,151,69,159.83
120,140,103,137,159.83
88,119,48,10,159.84
